SEC2000.2021.02.02SDTEZ
TimeStamp,gYawDev25s,gYawTwistPosition,gNacVibrationX,gNacVibrationY,gVibEffectiveValue,gRotSpeed1,gRotSpeed2,gRotSpeedSSI,gActualGenSpd,gConvTorqueActualVal,gWindSpeed10s,gWindSpeed1,gWindSpeed2,gWindDirection1Avg25s,gWindDirection2Avg25s,gPitSysTagPosSet,gPitchPosition,gHydSysPressure,gSCACosPhiSet,gScadaPowReduct,gBrakeCode,gYawCode,gMainLoopNumber,ManuControl,buf_safety_1,buf_safety_2,gCscDataIn.StateWord,gConvTorqueSetVal,buf_Conv_control,buf_gTBDI937101,buf_gTBDI937102,buf_gTBDO932201,buf_gTBDO932202,buf_gNacDI937101,buf_gNacDI937102,buf_gNacDI937103,buf_gNacDI937104,buf_gNacDI937105,buf_gNacDI937106,buf_gNacDI937107,buf_gNacDO932201,buf_gNacDO932202,buf_gNacDO932203,buf_gNacDO932204,gTmpCabTb,gTmpTb,gTmpTf,gTmpCabNac,gTmpNac,gTmpNacOutdoor,gYawSpeed,gTmpGbxLow,gTmpGbxInletOil,gTmpGbxOil,gTmpGbxWater,gTmpGenWinding,gTmpGenCoolWater,gTmpGenWindingU1,gTmpGenWindingV1,gTmpGenWindingW1,gTmpGenBearingF,gTmpGenBearingR,gTmpGenRing,gTmpGenInletAir,gTmpGenOutletAir,gGridU1,gGridU2,gGridU3,gGridIL1,gGridIL2,gGridIL3,gGridFreq,gGridP,gGridQ,gGridCosPhi,gPitPosEnc1[0],gPitPosEnc1[1],gPitPosEnc1[2],gPitPosEnc2[0],gPitPosEnc2[1],gPitPosEnc2[2],gPitDrvCurrentInv[0],gPitDrvCurrentInv[1],gPitDrvCurrentInv[2],gPitAxisBattVolt[0],gPitAxisBattVolt[1],gPitAxisBattVolt[2],gBufPitchStatus_1,gBufPitchStatus_2,gBufPitchStatus_3,gBufPitchStatus_4,gBufPitchStatus_5,gBufPitchStatus_6,gBufPitchStatus_7,gBufPitchStatus_8,BufferType,gRegion,,,,
2022_4_8_19:45:51:320,-5.36357,395.812,0.0120243,0.0225074,0.0082226,12.9492,12.9492,13.0049,1533.3,0,11.3926,10.6073,10.6073,-5.36357,-5.36357,36.4058,29.1,146.855,0,1,70,120,1,0,255,11,0,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2440,288,33.6,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,415,412,409,35,32,37,50,-35,-31,0.703,29.12,29.09,29.09,29.09,28.98,28.89,-0.7,-3.5,-4.2,307.9,329.1,305.9,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:51:420,-5.53462,395.812,0.0120243,0.0239113,0.00800702,12.7148,12.7148,12.8315,1474.9,0,11.3518,10.4685,10.4685,-5.53462,-5.53462,37.1058,29.6133,148.183,0,1,70,120,1,0,255,11,1024,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2440,288,33.6,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,409,35,32,36,50,-34,-31,0.699,29.62,29.61,29.61,29.62,29.63,29.47,0.6,-1.8,-0.7,307.9,329.1,305.9,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:51:520,-5.70816,395.812,0.0123295,0.0254524,0.00790635,12.4219,12.4219,12.5653,1423.7,0,11.3083,10.4059,10.4059,-5.70816,-5.70816,37.8058,30.12,149.274,0,1,70,120,1,0,255,11,0,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2440,288,33.7,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.7,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,35,32,37,49.99,-32,-31,0.698,30.12,30.12,30.12,30.16,30.1,30.07,-2,3.1,1.9,307.9,329.1,305.9,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:51:620,-5.89565,395.812,0.0124821,0.0270241,0.00802407,12.2461,12.2461,12.3279,1386.6,0,11.2633,10.3433,10.3433,-5.89565,-5.89565,38.5058,30.52,150.517,0,1,70,120,1,0,255,11,0,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2440,288,33.7,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,409,37,34,39,49.98,-32,-31,0.731,30.52,30.52,30.52,30.47,30.48,30.48,-2,0,-0.3,307.9,329.1,305.9,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:51:720,-6.08643,395.812,0.0126347,0.0288858,0.00852627,12.0117,12.0117,12.132,1383.6,0,11.2177,10.2487,10.2487,-6.08643,-6.08643,39.2058,31.0533,151.769,0,1,70,120,1,0,255,11,1024,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2440,288,33.6,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,39,37,41,49.99,-33,-31,0.761,31.02,31.12,31.02,30.94,30.9,30.98,-10,-2.3,-0.9,307.9,329.1,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:51:820,-6.2721,395.812,0.0129704,0.0304575,0.00938915,11.8945,11.8945,11.9587,1408.7,0,11.1677,10.1251,10.1251,-6.2721,-6.2721,39.9058,31.6233,153.172,0,1,70,120,1,0,255,11,0,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2440,288,33.6,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.7,98.8,36.6,98.8,98.4,97.7,59.3,53.8,46.2,0,0,414,412,409,38,36,40,49.99,-33,-31,0.744,31.62,31.62,31.63,31.45,31.53,31.41,-14.2,-4.2,-0.7,307.9,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:51:921,-6.45194,395.812,0.0129704,0.0312357,0.0102994,11.7773,11.7773,11.8407,1437.5,0,11.1155,10.0626,10.0626,-6.45194,-6.45194,40.6058,32.03,154.424,0,1,70,120,1,0,255,11,0,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2440,288,33.7,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.8,98.7,36.7,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,409,37,34,39,50.15,-33,-31,0.725,32.03,32.03,32.03,31.99,31.93,31.85,-12.4,-3.7,-5.8,308,329.1,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:52:20,-6.62331,395.812,0.0132756,0.0317087,0.0109496,11.6602,11.6602,11.7296,1439.2,0,11.0664,10.2029,10.2029,-6.62331,-6.62331,41.3058,32.5367,155.896,0,1,70,120,1,0,255,11,1024,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2440,288,33.7,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,36,33,38,49.99,-33,-31,0.718,32.55,32.53,32.53,32.55,32.42,32.36,-6.9,-3.6,-4.2,308,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:52:120,-6.78117,395.812,0.0132756,0.0320139,0.0113446,11.4844,11.4844,11.5738,1402.7,0,11.0255,10.264,10.264,-6.78117,-6.78117,42.0058,33.0867,156.835,0,1,70,120,1,0,255,11,0,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2440,288,33.6,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,413,413,410,35,32,37,50.01,-32,-31,0.694,33.07,33.15,33.04,33.19,33.04,32.9,-1.5,-1.5,-2.2,308,329.2,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:52:220,-6.92806,395.812,0.0137486,0.0318613,0.0116337,11.3086,11.3086,11.3881,1361.5,0,10.9906,10.4837,10.4837,-6.92806,-6.92806,42.7058,33.6667,157.857,0,1,70,120,1,0,255,11,1024,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2440,288,33.6,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,415,412,410,35,32,37,50,-32,-30,0.684,33.69,33.66,33.65,33.68,33.67,33.52,6.1,0.4,-1.3,307.9,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:52:320,-7.05432,395.812,0.0146794,0.0320139,0.0118897,11.0449,11.0449,11.1676,1309.6,0,10.9699,10.6867,10.6867,-7.05432,-7.05432,43.4058,34.07,158.864,0,1,70,120,1,0,255,11,1024,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2440,288,33.7,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,415,412,410,35,32,37,49.99,-31,-30,0.7,34.09,34.06,34.06,34.2,34.06,34,9,3,0.9,307.9,329.1,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:52:420,-7.16622,395.812,0.0156102,0.0317087,0.0123006,10.957,10.957,11.0081,1262.2,0,10.9588,10.795,10.795,-7.16622,-7.16622,44.1058,34.6367,159.803,0,1,70,120,1,0,255,11,0,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2440,288,33.7,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,36,33,37,50.02,-31,-30,0.712,34.69,34.66,34.56,34.69,34.56,34.48,5.1,0.2,-1.5,307.9,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:52:520,-7.25973,395.812,0.0162206,0.0317087,0.0127926,10.8984,10.8984,10.931,1231.9,0,10.9475,10.5921,10.5921,-7.25973,-7.25973,44.8058,35.17,160.81,0,1,70,120,1,0,255,11,1024,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2312,288,33.6,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.7,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,36,33,38,49.99,-31,-30,0.739,35.19,35.16,35.16,35.17,35.04,34.92,0.2,-2.2,-1.7,307.9,329.1,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:52:620,-7.3283,395.812,0.0168615,0.0312357,0.0131638,10.7813,10.7813,10.8346,1237.5,0,10.9279,10.4837,10.4837,-7.3283,-7.3283,45.5058,35.5733,160.581,0,1,70,120,1,0,255,11,1024,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2312,288,33.6,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.3,0,0,414,412,410,39,35,40,50,-32,-30,0.759,35.58,35.57,35.57,35.52,35.45,35.41,-2.2,-3.9,-1.3,307.9,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:52:720,-7.38356,395.812,0.0167089,0.0310831,0.0133284,10.6934,10.6934,10.7352,1260.9,0,10.9036,10.2182,10.2182,-7.38356,-7.38356,46.2058,36.1067,160.344,0,1,70,120,1,0,255,11,0,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2312,288,33.6,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.7,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,38,35,40,50,-32,-30,0.753,36.08,36.17,36.07,36.03,35.94,35.91,-5.9,-7.2,-5.1,308,329.1,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:52:820,-7.43021,395.812,0.0165563,0.0307627,0.0131623,10.5762,10.5762,10.6485,1273.6,0,10.8634,9.89013,9.89013,-7.43021,-7.43021,46.9058,36.68,160.031,0,1,70,120,1,0,255,11,1024,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2312,288,33.7,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.7,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,409,37,34,38,50.01,-33,-30,0.744,36.69,36.67,36.68,36.56,36.54,36.41,-6.7,-7.5,-3.6,307.9,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:52:921,-7.47089,395.812,0.0167089,0.0310831,0.0129856,10.4297,10.4297,10.5107,1257.9,0,10.8124,9.73449,9.73449,-7.47089,-7.47089,47.6058,37.19,159.803,0,1,70,120,1,0,255,11,1024,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2312,288,33.6,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,409,36,33,37,50.01,-33,-30,0.736,37.2,37.18,37.19,37.17,37.07,37.08,-4.2,-5.5,-2.6,308,329.1,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:53:20,-7.51977,395.812,0.0174871,0.0315409,0.0130118,10.2539,10.2539,10.3418,1220.5,0,10.7545,9.48423,9.48423,-7.51977,-7.51977,48.3058,37.6,159.879,0,1,70,120,1,0,255,11,0,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2312,288,33.6,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.8,98.7,36.7,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,409,34,31,36,50,-32,-30,0.703,37.61,37.59,37.6,37.61,37.5,37.63,-4.2,-2.1,-1.4,307.9,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:53:120,-7.58938,395.812,0.0176397,0.0326548,0.0134336,10.0781,10.0781,10.1621,1178.2,0,10.6889,9.34538,9.34538,-7.58938,-7.58938,49.0058,38.1533,159.65,0,1,70,120,1,0,255,11,1024,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2312,288,33.7,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.8,98.7,36.7,98.7,98.4,97.7,59.3,53.8,46.3,0,0,414,412,409,34,31,35,50,-31,-30,0.699,38.13,38.21,38.12,38.22,38.11,38.14,-1.8,4.2,6.2,307.9,329.1,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:53:220,-7.66698,395.812,0.0179449,0.0335856,0.0140185,9.90234,9.90234,9.99057,1138.1,0,10.6201,9.09512,9.09512,-7.66698,-7.66698,49.7058,38.7267,159.558,0,1,70,120,1,0,255,11,0,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2312,288,33.6,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.8,98.7,36.7,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,409,34,31,35,50.01,-30,-29,0.701,38.74,38.72,38.72,38.74,38.71,38.64,1.5,-0.7,5.9,307.9,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:53:320,-7.73677,395.812,0.0181127,0.034669,0.0146942,9.75586,9.75586,9.82128,1113.8,0,10.5381,8.75179,8.75179,-7.73677,-7.73677,50.4058,39.2233,159.482,0,1,70,120,1,0,255,11,0,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2312,288,33.7,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,35,32,36,49.98,-30,-29,0.713,39.23,39.22,39.22,39.3,39.21,39.24,-2.1,-1.2,1.3,308,329.1,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:53:420,-7.79948,395.812,0.0181127,0.0357524,0.0152848,9.58008,9.58008,9.65368,1108.8,0,10.4478,8.62819,8.62819,-7.79948,-7.79948,51.1057,39.6233,159.558,0,1,70,120,1,0,255,11,1024,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2312,288,33.7,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,413,412,410,42,38,43,49.95,-31,-29,0.776,39.63,39.62,39.62,39.58,39.5,39.45,-2.1,-2.7,-1.6,307.9,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:53:520,-7.8507,395.812,0.0181127,0.0368511,0.0158112,9.46289,9.46289,9.5366,1120.7,0,10.3616,8.78231,8.78231,-7.8507,-7.8507,51.8057,40.1567,159.558,0,1,70,120,1,0,255,11,0,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2312,288,33.7,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,413,413,410,41,37,42,49.99,-32,-30,0.771,40.13,40.22,40.12,40.05,40,39.95,-10.2,-3.9,-8.7,307.9,329.1,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:53:620,-7.8853,395.812,0.0182653,0.0379498,0.0163851,9.375,9.375,9.43172,1136.1,0,10.288,8.92422,8.92422,-7.8853,-7.8853,52.5057,40.73,159.482,0,1,70,120,1,0,255,11,0,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2312,288,33.6,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,39,36,41,50.01,-33,-30,0.754,40.73,40.73,40.73,40.58,40.51,40.46,-14.7,-5,-6.9,307.9,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:53:720,-7.91157,395.812,0.0184179,0.039491,0.0171153,9.25781,9.25781,9.32204,1137.2,0.01,10.2243,9.25229,9.25229,-7.91157,-7.91157,53.2057,41.24,159.33,0,1,70,120,1,0,255,11,1024,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2312,288,33.7,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,37,33,38,49.99,-33,-30,0.735,41.24,41.24,41.24,41.1,41.13,40.97,-15.6,-2.8,-7.2,307.9,329.1,305.9,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:53:820,-7.93162,395.812,0.0185705,0.0410627,0.0180429,9.14063,9.14063,9.19848,1111.2,0,10.1891,9.78179,9.78179,-7.93162,-7.93162,53.9057,41.6467,159.33,0,1,70,120,1,0,255,11,0,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2312,288,33.7,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.8,98.7,36.7,98.7,98.4,97.7,59.3,53.8,46.3,0,0,414,412,410,36,33,38,50.01,-33,-30,0.734,41.65,41.64,41.65,41.61,41.64,41.56,-10.7,-2.1,-1.2,307.9,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:53:921,-7.9481,395.812,0.0191961,0.0424665,0.0191369,8.96484,8.96484,9.05564,1071.5,0.01,10.1746,10.032,10.032,-7.9481,-7.9481,54.6057,42.1933,159.253,0,1,70,120,1,0,255,11,0,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2312,288,33.6,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.8,98.7,36.7,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,35,32,37,50.01,-32,-30,0.711,42.16,42.26,42.16,42.11,42.17,42.12,-8.4,0.3,-1.4,307.9,329.1,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:54:20,-7.95626,395.812,0.0195013,0.04326,0.0202101,8.84766,8.84766,8.90432,1030.5,0,10.1746,10.3754,10.3754,-7.95626,-7.95626,55.3057,42.77,159.253,0,1,70,120,1,0,255,11,1024,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2312,288,33.6,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,34,32,36,50.01,-31,-29,0.711,42.77,42.77,42.77,42.64,42.78,42.62,-7.1,2.3,-0.5,307.9,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:54:120,-7.94884,395.812,0.019837,0.0434126,0.0209892,8.73047,8.73047,8.79736,994.4,0,10.1885,10.5768,10.5768,-7.94884,-7.94884,56.0057,43.2733,159.093,0,1,70,120,1,0,255,11,0,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2312,288,33.7,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.3,0,0,414,412,409,35,32,36,50,-31,-29,0.716,43.28,43.27,43.27,43.27,43.25,43.18,-2.4,-0.2,-0.1,307.9,329.1,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:54:220,-7.93447,395.812,0.0196539,0.0434126,0.0213448,8.64258,8.64258,8.69426,976.3,0,10.2096,10.7019,10.7019,-7.93447,-7.93447,56.7057,43.7067,159.253,0,1,70,120,1,0,255,11,1024,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2312,288,33.6,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,409,38,35,39,50.01,-31,-29,0.744,43.68,43.77,43.67,43.67,43.64,43.48,-2.4,-2,-2.3,307.9,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:54:320,-7.92171,395.812,0.0195013,0.04326,0.0212842,8.55469,8.55469,8.60634,976.2,0,10.2359,10.7797,10.7797,-7.92171,-7.92171,57.4057,44.2067,159.177,0,1,70,120,1,0,255,11,1024,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2312,288,33.7,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,409,38,35,40,50.02,-32,-29,0.751,44.19,44.27,44.16,44.17,44.04,43.97,-5,-10.2,-8.8,307.9,329.1,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:54:420,-7.91268,395.812,0.0188757,0.04326,0.0209594,8.49609,8.49609,8.53424,982.6,0,10.2641,10.8896,10.8896,-7.91268,-7.91268,58.1057,44.7767,159.177,0,1,70,120,1,0,255,11,0,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2312,288,33.6,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,38,36,40,49.99,-33,-30,0.76,44.8,44.77,44.76,44.69,44.63,44.47,-4.2,-8.2,-11.4,307.9,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:54:520,-7.91587,395.812,0.0182653,0.0434126,0.0205029,8.37891,8.37891,8.43161,982.8,0.01,10.2937,10.8896,10.8896,-7.91587,-7.91587,58.8057,45.2833,159.093,0,1,70,120,1,0,255,11,1024,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2312,288,33.6,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,37,34,39,50.01,-33,-30,0.746,45.3,45.28,45.27,45.4,45.14,45.07,-2,-7.9,-10.6,307.9,329.1,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:54:620,-7.94209,395.812,0.0177923,0.04326,0.0199815,8.26172,8.26172,8.33661,972,0,10.3236,10.9354,10.9354,-7.94209,-7.94209,59.5057,45.7633,159.177,0,1,70,120,1,0,255,11,1024,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2312,288,33.7,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,35,32,37,49.99,-33,-30,0.713,45.82,45.79,45.68,45.84,45.55,45.48,-2,-5.4,-7.4,307.9,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:54:720,-7.97988,395.812,0.0171819,0.04326,0.0194275,8.14453,8.14453,8.21628,949.8,0.01,10.3523,10.8118,10.8118,-7.97988,-7.97988,60.2057,46.31,159.093,0,1,70,120,1,0,255,11,0,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2312,288,33.6,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,34,31,36,50.04,-32,-29,0.699,46.33,46.3,46.3,46.43,46.29,46.03,2.3,-2,-2.4,307.9,329.2,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:54:820,-8.02714,395.812,0.0171819,0.0431074,0.0189431,7.99805,7.99805,8.08466,918.7,0,10.3705,10.6226,10.6226,-8.02714,-8.02714,60.9057,46.82,159.093,0,1,70,120,1,0,255,11,1024,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2312,288,33.6,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.8,98.7,36.7,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,34,31,36,49.88,-31,-29,0.703,46.84,46.81,46.81,46.94,46.82,46.77,3.4,2.4,-1.6,307.9,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:54:921,-8.07737,395.812,0.0171819,0.0434126,0.0186679,7.85156,7.85156,7.94046,886.1,0.01,10.3809,10.5295,10.5295,-8.07737,-8.07737,61.6057,47.26,159.017,0,1,70,120,1,0,255,11,1024,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2312,288,33.7,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,34,31,36,50.04,-30,-29,0.692,47.24,47.32,47.22,47.36,47.22,47.14,3.4,1.8,3.1,307.9,329.1,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
