SEC2000.2021.02.02SDTEZ
TimeStamp,gYawDev25s,gYawTwistPosition,gNacVibrationX,gNacVibrationY,gVibEffectiveValue,gRotSpeed1,gRotSpeed2,gRotSpeedSSI,gActualGenSpd,gConvTorqueActualVal,gWindSpeed10s,gWindSpeed1,gWindSpeed2,gWindDirection1Avg25s,gWindDirection2Avg25s,gPitSysTagPosSet,gPitchPosition,gHydSysPressure,gSCACosPhiSet,gScadaPowReduct,gBrakeCode,gYawCode,gMainLoopNumber,ManuControl,buf_safety_1,buf_safety_2,gCscDataIn.StateWord,gConvTorqueSetVal,buf_Conv_control,buf_gTBDI937101,buf_gTBDI937102,buf_gTBDO932201,buf_gTBDO932202,buf_gNacDI937101,buf_gNacDI937102,buf_gNacDI937103,buf_gNacDI937104,buf_gNacDI937105,buf_gNacDI937106,buf_gNacDI937107,buf_gNacDO932201,buf_gNacDO932202,buf_gNacDO932203,buf_gNacDO932204,gTmpCabTb,gTmpTb,gTmpTf,gTmpCabNac,gTmpNac,gTmpNacOutdoor,gYawSpeed,gTmpGbxLow,gTmpGbxInletOil,gTmpGbxOil,gTmpGbxWater,gTmpGenWinding,gTmpGenCoolWater,gTmpGenWindingU1,gTmpGenWindingV1,gTmpGenWindingW1,gTmpGenBearingF,gTmpGenBearingR,gTmpGenRing,gTmpGenInletAir,gTmpGenOutletAir,gGridU1,gGridU2,gGridU3,gGridIL1,gGridIL2,gGridIL3,gGridFreq,gGridP,gGridQ,gGridCosPhi,gPitPosEnc1[0],gPitPosEnc1[1],gPitPosEnc1[2],gPitPosEnc2[0],gPitPosEnc2[1],gPitPosEnc2[2],gPitDrvCurrentInv[0],gPitDrvCurrentInv[1],gPitDrvCurrentInv[2],gPitAxisBattVolt[0],gPitAxisBattVolt[1],gPitAxisBattVolt[2],gBufPitchStatus_1,gBufPitchStatus_2,gBufPitchStatus_3,gBufPitchStatus_4,gBufPitchStatus_5,gBufPitchStatus_6,gBufPitchStatus_7,gBufPitchStatus_8,BufferType,gRegion,,,,
2022_4_8_19:45:47:620,1.54978,395.812,0.00236518,0.0184332,0.00564854,14.6484,14.6484,14.9019,1845.8,72.56,11.2105,11.1551,11.1551,1.54978,1.54978,10.5059,10.27,154.5,0,1,70,120,1,0,255,251,263,0,0,139,3075,258,14,4087,1,2058,1012,7,4080,3967,1089,204,2312,288,33.6,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.5,62.4,69,61.7,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,416,416,414,1238,1278,1280,49.88,2042,57,0.998,10.28,10.27,10.26,10.4,10.26,10.21,-3,-8.6,-7.8,307.9,329.1,306,19586,32793,33817,32793,8,8,8,5913,1,1,0,0,0,
2022_4_8_19:45:47:720,1.50918,395.812,0.00218207,0.0187689,0.00603916,14.6484,14.6484,14.91,1861.1,7.25,11.2075,11.2314,11.2314,1.50918,1.50918,11.2059,10.7933,154.5,0,1,70,120,1,0,255,11,1280,0,0,139,3075,546,14,4087,1,2058,1012,7,4080,3967,1225,204,2312,288,33.7,33,3276.7,37.1,37.1,28,0,76.5,62.5,69,61.7,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,408,407,405,339,341,338,49.67,1790,52,0.059,10.8,10.79,10.79,10.91,10.67,10.65,-0.7,7.4,3.9,307.9,329.1,305.9,27656,32793,33817,32793,9,9,9,5913,1,1,0,0,0,
2022_4_8_19:45:47:820,1.45963,395.812,0.00236518,0.0189215,0.00595611,14.6777,14.6777,14.9334,1899.3,0.04,11.2135,11.4664,11.4664,1.45963,1.45963,11.9059,11.2367,145.291,0,1,70,120,1,0,255,11,256,0,0,139,3075,546,14,4087,1,2058,1012,7,4080,3967,1225,204,2312,288,33.7,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.5,62.5,69,61.7,98.7,36.7,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,34,31,35,49.99,1279,5,0.702,11.21,11.3,11.2,11.3,11.19,11.16,2.6,8.4,3.5,307.9,329.1,306,27784,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:47:921,1.40712,395.812,0.00236518,0.0193793,0.00571531,14.707,14.707,14.9606,1913.3,-0.03,11.2275,11.529,11.529,1.40712,1.40712,12.6059,11.81,135.784,0,1,70,120,1,0,255,11,1024,0,0,139,3075,546,14,4087,1,2058,1012,7,4080,3967,1225,204,2312,288,33.7,32.9,3276.7,37.1,37.1,28,0,76.5,62.5,69,61.7,98.7,36.7,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,34,31,35,50,905,-4,0.701,11.82,11.81,11.8,11.93,11.8,11.79,4.6,7.7,5.2,307.9,329.2,306,27656,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:48:20,1.34177,395.812,0.00251778,0.0195471,0.00541962,14.7363,14.7363,14.9687,1905.2,0.03,11.2345,11.0926,11.0926,1.34177,1.34177,13.3059,12.2133,127.606,0,1,70,120,1,0,255,11,1024,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2312,288,33.7,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.7,98.7,36.7,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,409,34,31,35,50.02,642,-11,0.701,12.22,12.21,12.21,12.34,12.2,12.18,2.3,6.9,5.7,307.9,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:48:121,1.25363,395.812,0.00267037,0.0195471,0.00516818,14.707,14.707,14.9734,1856.1,0.02,11.2217,10.827,10.827,1.25363,1.25363,14.0059,12.7567,126.278,0,1,70,120,1,0,255,11,0,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2312,288,33.7,32.9,3276.7,37.1,37.1,28,0,76.5,62.5,69,61.7,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,34,31,35,50.01,451,-16,0.702,12.73,12.82,12.72,12.84,12.7,12.71,2.2,7.4,5.5,307.9,329.2,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:48:220,1.158,395.812,0.00267037,0.0193793,0.00498334,14.6484,14.6484,14.9275,1796.7,-0.02,11.1988,10.5142,10.5142,1.158,1.158,14.7059,13.2667,126.583,0,1,70,120,1,0,255,11,1024,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2312,288,33.7,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.7,98.8,36.7,98.8,98.4,97.7,59.3,53.8,46.2,0,0,415,412,409,34,31,35,50.04,316,-20,0.701,13.24,13.33,13.23,13.33,13.21,13.22,5.4,7.1,7.9,308,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:48:320,1.08779,395.812,0.00251778,0.0193793,0.00491454,14.8535,14.8535,14.8928,1775.5,0.02,11.1572,10.1404,10.1404,1.08779,1.08779,15.4059,13.8333,126.507,0,1,70,120,1,0,255,11,1024,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2312,288,33.7,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.7,98.7,36.7,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,34,31,36,49.96,217,-22,0.701,13.84,13.83,13.83,13.94,13.81,13.81,5.4,4.5,6,307.9,329.2,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:48:420,1.03819,395.812,0.00251778,0.0195471,0.00492064,14.7949,14.7949,14.8434,1804.7,0.01,11.1035,9.96948,9.96948,1.03819,1.03819,16.1059,14.3733,126.583,0,1,70,120,1,0,255,11,0,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2440,288,33.7,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.5,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,415,412,409,37,34,38,50.05,148,-24,0.709,14.35,14.43,14.34,14.44,14.21,14.21,3.9,3.3,4.9,307.9,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:48:520,0.981001,395.812,0.00267037,0.0196997,0.00487135,14.8242,14.8242,14.8396,1873.7,-0.01,11.0498,10.0778,10.0778,0.981001,0.981001,16.8059,14.7733,126.583,0,1,70,120,1,0,255,11,1024,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2440,288,33.6,32.9,3276.7,37.1,37.1,28,0,76.5,62.5,69,61.7,98.8,36.6,98.8,98.4,97.7,59.3,53.8,46.2,0,0,414,412,409,35,32,36,50,97,-26,0.685,14.75,14.83,14.74,14.84,14.69,14.71,2.1,-0.9,0.9,308,329.2,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:48:620,0.896949,395.812,0.003296,0.0198523,0.00468922,14.8535,14.8535,14.8393,1920.7,0.01,11.0033,10.1251,10.1251,0.896949,0.896949,17.5059,15.3467,126.583,0,1,70,120,1,0,255,11,1024,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2440,288,33.7,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.5,62.5,69,61.7,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,35,32,36,50,62,-27,0.691,15.36,15.33,15.35,15.43,15.3,15.33,2.9,-0.6,2.9,308,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:48:720,0.797697,395.812,0.00360118,0.0201575,0.00442938,14.8535,14.8535,14.8552,1930.5,0.01,10.9618,10.1709,10.1709,0.797697,0.797697,18.2059,15.85,126.743,0,1,70,120,1,0,255,11,0,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2440,288,33.6,32.9,3276.7,37.1,37.1,28,0,76.5,62.4,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,409,35,32,37,50,36,-28,0.688,15.86,15.84,15.85,15.93,15.78,15.84,1.4,-2.1,4.4,308,329.1,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:48:820,0.682471,395.812,0.00422681,0.0204779,0.00415389,14.8242,14.8242,14.8429,1898.1,0.01,10.9242,10.2029,10.2029,0.682471,0.682471,18.9059,16.26,126.972,0,1,70,120,1,0,255,11,1024,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2440,288,33.7,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.5,62.4,69,61.8,98.7,36.7,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,409,35,32,36,50.02,18,-28,0.688,16.27,16.25,16.26,16.38,16.25,16.25,3,4.5,8,307.9,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:48:921,0.558101,395.812,0.00468459,0.0204779,0.0039833,14.7949,14.7949,14.8154,1847.9,0.01,10.8892,10.2182,10.2182,0.558101,0.558101,19.6059,16.97,127.049,0,1,70,120,1,0,255,11,1024,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2440,288,33.7,32.9,3276.7,37.1,37.1,28,0,76.5,62.5,69,61.7,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,34,32,36,50.01,5,-29,0.687,16.98,16.96,16.97,16.98,16.74,16.75,5.3,4.6,10.1,307.9,329.1,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:49:20,0.433043,395.812,0.00546281,0.0204779,0.0040114,14.7656,14.7656,14.7842,1794.5,0.01,10.8623,10.5142,10.5142,0.433043,0.433043,20.3059,17.38,127.606,0,1,70,120,1,0,255,11,0,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2440,288,33.7,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.5,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,35,32,36,49.97,-4,-29,0.688,17.39,17.37,17.38,17.47,17.37,17.37,2.9,3.2,7.7,307.9,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:49:121,0.315803,395.812,0.00595111,0.0206305,0.00422921,14.707,14.707,14.7276,1751.5,0,10.8496,10.7019,10.7019,0.315803,0.315803,21.0059,17.8733,127.209,0,1,70,120,1,0,255,11,1024,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2440,288,33.7,32.9,3276.7,37.1,37,28,0,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,37,33,38,49.98,-11,-29,0.708,17.88,17.86,17.88,17.87,17.85,17.85,1.1,-2.1,5.1,307.9,329.1,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:49:220,0.199075,395.812,0.00625629,0.0206305,0.00440691,14.707,14.707,14.7342,1759.4,0,10.8458,11.03,11.03,0.199075,0.199075,21.7059,18.4033,127.361,0,1,70,120,1,0,255,11,1024,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2440,288,33.6,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.5,62.5,69,61.8,98.7,36.7,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,37,34,38,50.02,-17,-30,0.722,18.37,18.46,18.38,18.35,18.25,18.33,-5.3,-10.9,0.5,307.9,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:49:320,0.0401417,395.812,0.00625629,0.0209357,0.00452565,14.7656,14.7656,14.7669,1811.1,0,10.8647,11.4512,11.4512,0.0401417,0.0401417,22.4059,18.8733,127.361,0,1,70,120,1,0,255,11,0,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2440,288,33.7,32.9,3276.7,37.1,37.1,28,0,76.5,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,37,33,38,49.96,-22,-30,0.711,18.87,18.87,18.88,18.86,18.84,18.81,-7.4,-1.7,0.4,307.9,329.1,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:49:420,-0.149458,395.812,0.00640889,0.0210883,0.00451931,14.7949,14.7949,14.7926,1861.3,0,10.8989,11.6861,11.6861,-0.149458,-0.149458,23.1059,19.38,127.514,0,1,70,120,1,0,255,11,1024,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2440,288,33.7,32.9,3276.7,37.1,37,28,2.1233e-15,76.5,62.5,69,61.7,98.7,36.7,98.7,98.4,97.7,59.3,53.8,46.2,0,0,413,413,410,37,33,38,49.92,-25,-30,0.716,19.37,19.39,19.38,19.35,19.37,19.34,-8.4,2,-0.9,307.9,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:49:520,-0.337011,395.812,0.00625629,0.0215613,0.00437811,14.7656,14.7656,14.8023,1866.8,0,10.9373,11.6678,11.6678,-0.337011,-0.337011,23.8059,19.92,127.606,0,1,70,120,1,0,255,11,0,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2440,288,33.6,32.9,3276.7,37.1,37.1,28,0,76.5,62.5,69,61.7,98.7,36.7,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,409,37,34,38,49.99,-27,-30,0.725,19.88,19.99,19.89,19.85,19.9,19.84,-8.7,0.8,0.1,308,329.1,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:49:620,-0.500374,395.812,0.00640889,0.0218665,0.00412928,14.707,14.707,14.7492,1826.5,0,10.9729,11.6678,11.6678,-0.500374,-0.500374,24.5059,20.5,127.606,0,1,70,120,1,0,255,11,0,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2440,288,33.7,32.9,3276.7,37.1,37,28,2.1233e-15,76.5,62.4,69,61.7,98.7,36.7,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,37,33,38,49.97,-28,-30,0.717,20.49,20.51,20.5,20.35,20.42,20.33,-8.9,5.6,-1.2,308,329.1,306,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:49:720,-0.655199,395.812,0.00625629,0.0220191,0.00389954,14.5898,14.5898,14.6653,1765.2,0,11.0068,11.7792,11.7792,-0.655199,-0.655199,25.2059,20.9067,128.536,0,1,70,120,1,0,255,11,1024,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2440,288,33.6,32.9,3276.7,37.1,37.1,28,0,76.4,62.4,69,61.7,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,37,33,38,50.01,-29,-30,0.717,20.9,20.92,20.9,20.89,20.93,20.83,-7.6,8.5,-1.8,308,329.1,306,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:49:820,-0.853316,395.812,0.00640889,0.0220191,0.00376009,14.502,14.502,14.5531,1705.6,0,11.0492,11.9806,11.9806,-0.853316,-0.853316,25.9059,21.4133,129.788,0,1,70,120,1,0,255,11,0,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2440,288,33.7,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.7,98.7,36.7,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,37,34,38,50.01,-30,-30,0.712,21.41,21.42,21.41,21.4,21.45,21.34,-5.7,6.1,-0.5,308,329.1,305.9,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:49:921,-1.08218,395.812,0.00640889,0.0217139,0.00370958,14.3555,14.3555,14.4274,1664.2,0,11.097,12.0753,12.0753,-1.08218,-1.08218,26.6059,21.9433,130.718,0,1,70,120,1,0,255,11,0,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2440,288,33.7,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,39,36,41,50.01,-31,-30,0.751,21.91,22.02,21.9,21.88,21.94,21.73,-6.1,4.3,-1.9,307.9,329.1,305.9,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:50:20,-1.34701,395.812,0.00640889,0.0210883,0.00378231,14.209,14.209,14.2969,1664.5,0,11.1478,12.2309,12.2309,-1.34701,-1.34701,27.3059,22.4433,131.962,0,1,70,120,1,0,255,11,1024,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2440,288,33.6,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.5,62.5,69,61.8,98.8,36.6,98.8,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,42,38,44,50,-33,-31,0.772,22.41,22.52,22.4,22.35,22.42,22.21,-10.3,0.5,-7.8,307.9,329.1,305.9,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:50:120,-1.66132,395.812,0.00640889,0.0206305,0.00397473,14.1504,14.1504,14.1963,1697.2,0,11.2022,12.324,12.324,-1.66132,-1.66132,28.0058,22.9067,133.137,0,1,70,120,1,0,255,11,0,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2440,288,33.7,32.9,3276.7,37.1,37.1,28,0,76.5,62.5,69,61.7,98.8,36.6,98.8,98.4,97.7,59.3,53.8,46.2,0,0,414,412,409,46,42,47,50.01,-35,-31,0.787,22.91,22.92,22.89,22.87,22.79,22.69,-12,-2,-14.6,307.9,329.1,305.9,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:50:220,-1.99827,395.812,0.00656148,0.0203101,0.00425613,14.0332,14.0332,14.078,1734,0,11.2563,12.1836,12.1836,-1.99827,-1.99827,28.7058,23.41,134.144,0,1,70,120,1,0,255,11,0,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2440,288,33.7,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.5,62.5,69,61.7,98.8,36.7,98.8,98.4,97.7,59.3,53.8,46.2,0,0,414,412,409,44,39,45,50.03,-37,-31,0.778,23.41,23.42,23.4,23.38,23.29,23.19,-15.3,-5,-13.8,307.9,329.1,305.9,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:50:320,-2.35047,395.812,0.00718711,0.0200049,0.00464462,13.9453,13.9453,14.0003,1743.9,0,11.2957,11.9181,11.9181,-2.35047,-2.35047,29.4058,23.9567,135.243,0,1,70,120,1,0,255,11,1024,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2440,288,33.6,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.7,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,409,40,37,42,50,-37,-31,0.756,23.93,24.03,23.91,23.89,23.83,23.73,-15.2,-4.6,-12.4,307.9,329.1,305.9,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:50:420,-2.70804,395.812,0.00859096,0.0200049,0.00516007,13.8867,13.8867,13.9227,1718,0,11.324,11.7945,11.7945,-2.70804,-2.70804,30.1058,24.54,136.494,0,1,70,120,1,0,255,11,0,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2440,288,33.6,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,37,34,39,49.97,-37,-31,0.732,24.55,24.55,24.52,24.41,24.56,24.25,-10.3,-1.6,-10.2,307.9,329.1,305.9,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:50:520,-3.0737,395.812,0.00999481,0.0198523,0.00592824,13.7695,13.7695,13.8066,1669.1,0,11.3503,11.9654,11.9654,-3.0737,-3.0737,30.8058,24.95,137.654,0,1,70,120,1,0,255,11,1024,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2440,288,33.7,32.9,3276.7,37.1,37.1,28,0,76.4,62.4,69,61.7,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,409,37,34,38,50.02,-35,-31,0.721,24.96,24.96,24.93,25.07,24.97,24.75,-3.5,3.3,-7.6,307.9,329.1,305.9,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:50:620,-3.45403,395.812,0.0109256,0.0198523,0.00688224,13.623,13.623,13.6912,1609.8,0,11.3818,12.06,12.06,-3.45403,-3.45403,31.5058,25.56,138.592,0,1,70,120,1,0,255,11,1024,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2440,288,33.7,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.5,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,415,412,410,37,34,38,49.92,-34,-31,0.733,25.58,25.56,25.54,25.59,25.54,25.24,1.9,1.9,-8.9,307.9,329.1,305.9,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:50:720,-3.83558,395.812,0.0117038,0.0201575,0.00778812,13.5059,13.5059,13.563,1558.8,0,11.4145,11.9806,11.9806,-3.83558,-3.83558,32.2058,25.96,139.76,0,1,70,120,1,0,255,11,0,0,0,139,3075,34,14,4087,1,2058,2036,7,4080,3967,1097,204,2440,288,33.6,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,415,412,409,42,39,44,50.04,-35,-31,0.77,25.98,25.96,25.94,26.08,25.82,25.75,0.3,-2.1,-12.6,307.9,329.1,305.9,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:50:820,-4.18065,395.812,0.0121769,0.0201575,0.00844383,13.3887,13.3887,13.4447,1526.3,0,11.4391,11.8403,11.8403,-4.18065,-4.18065,32.9058,26.4567,141.087,0,1,70,120,1,0,255,11,1024,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2440,288,33.6,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,409,43,39,45,50,-36,-31,0.771,26.49,26.45,26.43,26.57,26.3,26.25,-0.5,-11.1,-16.8,307.9,329,305.9,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:50:921,-4.49442,395.812,0.0120243,0.0201575,0.00879277,13.3008,13.3008,13.3414,1540.8,0,11.4572,11.764,11.764,-4.49442,-4.49442,33.6058,27.06,142.102,0,1,70,120,1,0,255,11,1024,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2440,288,33.7,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.7,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,409,44,40,46,50.02,-37,-31,0.791,27.1,27.04,27.04,27.09,26.79,26.75,-0.2,-13,-17.6,307.9,329.1,305.9,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:51:20,-4.76988,395.812,0.0120243,0.0204779,0.00880365,13.2129,13.2129,13.2613,1580.8,0,11.4632,11.294,11.294,-4.76988,-4.76988,34.3058,27.5633,143.498,0,1,70,120,1,0,255,11,0,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2440,288,33.7,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.8,98.7,36.7,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,409,42,38,44,49.99,-38,-31,0.768,27.6,27.54,27.55,27.62,27.39,27.26,1.3,-15.6,-15.6,307.9,329.1,305.9,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:51:120,-4.99093,395.812,0.0120243,0.0209357,0.00865341,13.1543,13.1543,13.1914,1604.7,0,11.4497,11.0605,11.0605,-4.99093,-4.99093,35.0058,27.97,144.436,0,1,70,120,1,0,255,11,1024,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2440,288,33.7,32.9,3276.7,37.1,37.1,28,0,76.4,62.5,69,61.8,98.7,36.7,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,409,40,37,42,49.98,-38,-32,0.761,28,27.95,27.96,28.12,27.8,27.77,1.4,-13.5,-12.6,307.9,329.1,305.9,25608,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
2022_4_8_19:45:51:220,-5.18462,395.812,0.0120243,0.0215613,0.00845471,13.0664,13.0664,13.1166,1581.9,0,11.4272,10.827,10.827,-5.18462,-5.18462,35.7058,28.5167,145.764,0,1,70,120,1,0,255,11,1024,0,0,139,3075,546,14,4087,1,2058,2036,7,4080,3967,1225,204,2440,288,33.7,32.9,3276.7,37.1,37.1,28,2.1233e-15,76.4,62.5,69,61.8,98.7,36.6,98.7,98.4,97.7,59.3,53.8,46.2,0,0,414,412,410,38,35,39,50,-37,-31,0.734,28.51,28.57,28.47,28.6,28.33,28.31,0.7,-9.2,-9.8,307.9,329.1,305.9,25736,32793,33817,32793,8,8,4,5913,1,1,0,0,0,
